filename,class
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14260.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17409.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23294.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24183.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02311.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04538.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07432.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05436.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13041.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24714.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01478.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28816.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10856.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18263.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15952.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13392.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01570.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11528.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02377.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23166.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13157.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13645.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24319.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22981.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28043.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13491.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04738.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17952.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22958.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08139.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16577.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12882.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02467.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_29125.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08719.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18059.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13743.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16400.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10668.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07376.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15390.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11328.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00452.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11606.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26592.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22879.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18162.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25323.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23912.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21072.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22169.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09759.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21763.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16758.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23596.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17217.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26470.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08869.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11461.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12476.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05375.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05951.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10267.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28111.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19848.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23484.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13324.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08015.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15777.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24729.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25169.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26126.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13239.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15882.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22385.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12921.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19460.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23610.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08793.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09035.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04039.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19701.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26627.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14726.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14952.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22324.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17918.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08045.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23126.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07509.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22738.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06491.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07976.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26200.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18835.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12470.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13548.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24590.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25051.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18187.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23005.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14450.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13780.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02742.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01211.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23083.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21089.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09408.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07693.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04479.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05817.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08432.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10639.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04921.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02653.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12113.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09758.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06287.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19705.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27825.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27340.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06075.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15383.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21316.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08334.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08221.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10443.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15752.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20865.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01517.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06631.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14453.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01628.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00239.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11762.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02672.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24675.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23066.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16174.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26717.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_18675.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14188.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_06010.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07321.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01333.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23013.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11505.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23177.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15895.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08275.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26573.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03417.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16451.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12873.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13099.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_14337.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_11524.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13792.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09558.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26948.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26706.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20221.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26469.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_28289.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_02285.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15960.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27235.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07026.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24259.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20484.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05578.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27335.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_21983.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23275.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_23685.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24742.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05205.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_17880.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_19875.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_16040.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_13445.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_20878.png,yes
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_15541.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_12103.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_26600.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_03963.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_04802.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00398.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00162.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_07733.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_22404.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09115.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00354.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_27453.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_10023.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_01207.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00967.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_00451.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_25242.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_08703.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_09044.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_24773.png,no
.\Data\Preprocessed_Data\train_images\labelled_data_cropped\train_05725.png,no
